50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,dribble_no_touch,foul_committed_offensive,goalkeeper_shot_saved_to_post,pass_cut_back,pass_inswinging,shot_deflected,shot_saved_to_post,bad_behaviour_card,clearance_other,pass_no_touch,ball_recovery_offensive,goalkeeper_punched_out,pass_straight,shot_redirect,goalkeeper_shot_saved_off_target,shot_saved_off_target,match_date,season,competition,home_team,away_team,home_score,away_score
,,,,,,,,,,,,,,,,,,0.623864,,,,,,,,,,,,,,338032a5-de46-4b74-a5c0-771573c72847,5,,,"[60.0, 40.0]",3890563,0,,,,,-1.5253731,,Right Foot,,,"[60.1, 37.8]",,Ground Pass,2.2022715,,,,Hakan Çalhanoğlu,7039.0,,,,,Kick Off,1,From Kick Off,Stefan Kießling,11394.0,Right Center Forward,2,Bayer Leverkusen,904,['79ccfb5b-3d71-4f00-8087-fd5c5779c41c'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.700,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.923506,,,,,,,,,,,,,,e3d276d6-681e-4660-b186-d5157a13f20f,8,,,"[64.8, 31.3]",3890563,0,,,,,-2.4026725,,Right Foot,,,"[55.8, 23.1]",,Ground Pass,12.175385,,,,Kevin Kampl,8222.0,,,,,,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Left Center Forward,2,Bayer Leverkusen,904,['13d1f007-7e58-4d4b-80d6-ee535289e067'],2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:02.489,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,2.164087,,,,,,,,,,,,,,4823b3e2-9838-48cd-86d1-6fde8e6099c2,12,,,"[54.3, 26.5]",3890563,0,,,,,2.1457644,,Right Foot,,,"[38.1, 51.5]",,Ground Pass,29.78993,,,,André Ramalho Silva,9363.0,,,,,,1,From Kick Off,Kevin Kampl,8222.0,Left Defensive Midfield,2,Bayer Leverkusen,904,"['b36f0ac2-419b-4358-af75-44c841c7102b', 'e00ea6b2-76fa-48c4-8512-449a09cf3ed7']",4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:04.532,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.841929,,,,,,,,,,,,,,8f422a77-8241-4694-bf26-f962c237d731,15,,,"[40.9, 51.7]",3890563,0,,,,,-1.8167933,,Right Foot,,,"[35.1, 28.6]",,Ground Pass,23.81701,,,,Ömer Toprak,8573.0,,,,,,1,From Kick Off,André Ramalho Silva,9363.0,Right Center Back,2,Bayer Leverkusen,904,['659d8abf-fc77-4166-9472-96d2ed3305da'],6,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:06.781,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.872425,,,,,,,,,,,,,,d2ca1605-3707-43bf-a5ab-8d4eb172d027,18,,,"[35.9, 28.6]",3890563,0,,,,,0.13697472,,Left Foot,,,"[72.9, 33.7]",,Low Pass,37.349834,,,,Stefan Kießling,11394.0,,,,,,1,From Kick Off,Ömer Toprak,8573.0,Left Center Back,2,Bayer Leverkusen,904,['1bfcdec4-a9e3-4600-bb77-9b666d9ab3e0'],9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.572,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,4.676553,,,,,,,,,,,,,,afe64312-c9ea-4815-9866-92cdb825d3bf,20,,,"[72.9, 34.1]",3890563,0,,,,,-0.19473246,,Head,,,"[101.8, 28.4]",,Low Pass,29.456747,,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Kick Off,Stefan Kießling,11394.0,Right Center Forward,2,Bayer Leverkusen,904,"['27e398b4-88cd-4850-853a-b0fa112a1683', '5b032ab1-a0f5-4cae-bbc1-5eb74e93ba37']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.444,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,4.42684,,,,,,,,,,,,,,1b235b4e-c969-4376-a4d2-7e6c3df62913,25,,,"[13.1, 53.5]",3890563,0,,,,,0.39591056,,Right Foot,,,"[76.5, 80.0]",,High Pass,68.71543,,Out,,Moritz Hartmann,40464.0,,,,,,1,From Kick Off,Ørjan Håskjold Nyland,10483.0,Goalkeeper,2,Bayer Leverkusen,904,['0e33f553-4fc1-409e-8b69-c70c686122a7'],26,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:26.251,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.900356,,,,,,,,,,,,,,e9fcb833-aeff-43b8-be32-528f4de9ac74,27,,,"[44.6, 0.1]",3890563,0,,,,,0.24497867,,,,,"[56.2, 3.0]",,High Pass,11.957006,,,,Stefan Kießling,11394.0,,,,,Throw-in,1,From Throw In,Benjamin Henrichs,8211.0,Left Back,3,Bayer Leverkusen,904,['36d45c72-03cf-45cc-9f36-b661c9b71f0e'],35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:35.755,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.466605,,,,,,,,,,,,,,cb2c241a-d30d-4c35-85e0-765085f2435b,29,,,"[56.2, 3.0]",3890563,0,,,,,-0.36397895,,Other,,,"[60.4, 1.4]",,Low Pass,4.494441,,Incomplete,,Julian Brandt,5555.0,,,,,,1,From Throw In,Stefan Kießling,11394.0,Right Center Forward,3,Bayer Leverkusen,904,"['2fcfc6fd-ecc1-4fd2-ab2e-1eae4b670f4b', 'f1cf1100-bc41-4543-b1d5-9e671d1bf2bd']",36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:36.656,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.77574,,,,,,,,,,,,,,54852a36-1d0a-40f6-b469-99d843d060b0,32,,,"[61.9, 0.1]",3890563,0,,,,,2.4344656,,,,,"[56.4, 4.8]",,Low Pass,7.2346387,,,,Kevin Kampl,8222.0,,,,,Throw-in,1,From Throw In,Benjamin Henrichs,8211.0,Left Back,4,Bayer Leverkusen,904,['66f82ebf-ee58-4773-9d0d-fec36694fc1f'],46,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:46.437,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.218458,,,,,,,,,,,,,,3405aa80-7421-4865-8d47-3f5f0654a9fb,36,,,"[55.8, 5.0]",3890563,0,,,,,0.043927766,,Left Foot,,,"[74.0, 5.8]",,High Pass,18.217573,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Throw In,Kevin Kampl,8222.0,Left Defensive Midfield,4,Bayer Leverkusen,904,"['5a8c175e-74ae-4fa7-98a1-c8f36e9391e8', 'e3b07600-790c-451f-adc6-a85f58e51084']",48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.034,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,2.164297,,,,,,,,,,,,,,d5e59e93-407f-40f2-848d-b848f2f71596,38,,,"[75.0, 5.8]",3890563,0,,,,,-0.69044644,,Head,,,"[81.9, 0.1]",,High Pass,8.949861,,Out,,Stefan Kießling,11394.0,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Center Forward,4,Bayer Leverkusen,904,['42f524ae-e376-43ed-b8d5-9346b2622037'],49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:49.252,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.733426,,,,,,,,,,,,,,73b4b89b-cc10-4b2a-90de-2d93b0b837fb,40,,,"[35.7, 80.0]",3890563,1,,,,,-0.64739215,,,,,"[39.8, 76.9]",,Low Pass,5.140039,,,,Pascal Groß,3097.0,,,,,Throw-in,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,5,Ingolstadt,189,['f5c28294-e938-4695-b069-2734fcf8ca07'],1,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:01.389,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.976776,,,,,,,,,,,,,,184c393a-9151-4152-96c4-832f144787e2,43,,,"[40.3, 75.9]",3890563,1,,,,,2.8049178,,Right Foot,,,"[34.3, 78.0]",,Low Pass,6.356886,,,,Danny Vieira da Costa,8676.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,5,Ingolstadt,189,"['3d9ae7cf-17e4-4bc6-862f-e71ac8d79c08', '465a8704-0be1-4504-ad06-a86ce5bffef3']",2,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:02.122,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.917479,,,,,,,,,,,,,,599411ac-535f-4baf-9c2d-539742732aa9,45,,,"[35.3, 77.9]",3890563,1,,,,,-0.5366617,,Right Foot,,,"[70.6, 56.9]",,High Pass,41.0742,,Incomplete,,,,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,5,Ingolstadt,189,['4ff6a835-cb6e-4139-8a31-d36dd06190d0'],3,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:03.099,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.182597,,,,,,,,,,,,,,4ff6a835-cb6e-4139-8a31-d36dd06190d0,46,,,"[49.5, 23.2]",3890563,1,,,,,0.19297081,,Right Foot,,,"[66.9, 26.6]",,Low Pass,17.729073,,,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Throw In,André Ramalho Silva,9363.0,Right Center Back,5,Ingolstadt,189,"['40761a55-e7a8-4837-b638-fabe033acbea', '599411ac-535f-4baf-9c2d-539742732aa9']",5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.017,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,4.852641,,,,,,,,,,,,,,714f4c02-e474-4a65-958f-89a0f653f6b0,48,,,"[67.1, 25.5]",3890563,1,,,,,-1.1423905,,Right Foot,,,"[78.7, 0.1]",,High Pass,27.923468,,Out,,Julian Brandt,5555.0,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Midfield,5,Ingolstadt,189,['c59b8aea-6b3a-4e38-acf2-49bad77af36e'],6,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.199,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.951446,,,,,,,,,,,,,,1b0bfa8d-c293-4e0e-9bcf-bef8f028f8ab,50,,,"[34.4, 80.0]",3890563,1,,,,,-1.053509,,,,,"[37.7, 74.2]",,Low Pass,6.6730804,,,,Pascal Groß,3097.0,,,,,Throw-in,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,6,Ingolstadt,189,['2707cb39-2233-4249-9697-265de5baafa8'],14,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:14.551,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.752714,,,,,,,,,,,,,,46db158c-19c8-4826-8aad-0449c0db7217,54,,,"[36.2, 72.9]",3890563,1,,,,,2.3252766,,Right Foot,,,"[31.5, 77.9]",,Ground Pass,6.8622155,,,,Danny Vieira da Costa,8676.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,6,Ingolstadt,189,"['1a32f8cf-2b6d-4866-870f-92977e1fd825', 'a5b82a20-fad6-4fec-a0e7-88778ece6ef1']",16,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:16.060,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,2.356394,,,,,,,,,,,,,,c22f7318-c793-4e01-b3d0-84c26aad7486,57,,,"[31.5, 77.2]",3890563,1,,,,,-0.2687699,,Right Foot,,,"[71.8, 66.1]",,High Pass,41.800716,,Incomplete,,,,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,6,Ingolstadt,189,"['a89300e0-0389-4280-a01d-f1fc2141859b', 'aa71ede8-e2b8-4e5d-aa0f-b11807dd1f19']",16,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:16.813,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.674197,,,,,,,,,,,,,,aa71ede8-e2b8-4e5d-aa0f-b11807dd1f19,58,,,"[48.3, 14.0]",3890563,1,,,,,-1.1571071,,Head,,,"[53.7, 1.7]",,High Pass,13.433167,,,,Benjamin Henrichs,8211.0,,,,,Recovery,1,Regular Play,Ömer Toprak,8573.0,Left Center Back,7,Bayer Leverkusen,904,"['59aac7f8-c184-4195-b2c4-91c6a0bd8f45', 'c22f7318-c793-4e01-b3d0-84c26aad7486']",19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:19.169,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.970827,,,,,,,,,,,,,,96d31788-9eb8-4a4f-ab1e-2f74b60b676b,62,,,"[52.2, 1.2]",3890563,1,,,,,0.79394495,,Right Foot,,,"[58.0, 7.1]",,High Pass,8.273452,,,,Kevin Kampl,8222.0,,,,,,1,Regular Play,Benjamin Henrichs,8211.0,Left Back,7,Bayer Leverkusen,904,"['6588a3c6-4575-4b3f-b90c-b9786240e85e', 'ca8d8f59-3172-4b82-92d7-f18f797887af']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:21.614,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.973405,,,,,,,,,,,,,,e05ad3a7-6775-4e67-aed6-79319f49168c,65,,,"[57.5, 6.9]",3890563,1,,,,,0.8050035,,Right Foot,,,"[65.0, 14.7]",,Ground Pass,10.820813,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,7,Bayer Leverkusen,904,['c0b18860-2b65-4725-b569-baf19b1e7dc0'],23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:23.237,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.802401,,,,,,,,,,,,,,42f617c1-39d3-45b8-a086-d30cfaa98a60,69,,,"[64.2, 15.8]",3890563,1,,,,,-1.2399136,,Right Foot,,,"[68.7, 2.7]",,Ground Pass,13.851354,,Incomplete,,Julian Brandt,5555.0,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Center Forward,7,Bayer Leverkusen,904,"['3a634681-4741-4223-9fab-b7063d3871cd', 'ee7aadbc-a7ee-47ec-b15e-061c683f43e6', 'fda009ca-5779-42da-8e4d-b8f4ac6051b3']",24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:24.676,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.723043,,,,,,,,,,,,,,b4c86006-7631-431f-a791-0a4fd3dfe7b4,73,,,"[52.1, 67.7]",3890563,1,,,,,0.8902751,,Left Foot,,,"[57.2, 74.0]",,Ground Pass,8.105554,,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,7,Bayer Leverkusen,904,['c7ef5040-d13e-4c86-b69a-6141e549f8c3'],26,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:26.251,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.082147,,,,,,,,,,,,,,8767bbe5-0474-4087-91a2-66074c842393,77,,,"[57.7, 73.8]",3890563,1,,,,,3.1415927,,Right Foot,,,"[57.6, 73.8]",,Low Pass,0.1,,Incomplete,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,7,Bayer Leverkusen,904,['6f04374d-d404-4ab1-9389-0c90f4caa2a6'],27,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:27.321,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.83593,,,,,,,,,,,,,,96110205-0b77-44a3-8ffe-c18db4fa0d25,79,,,"[57.1, 80.0]",3890563,1,,,,,-0.57804716,,,,,"[78.1, 66.3]",,High Pass,25.073692,,Incomplete,,Dario Lezcano,9113.0,,,,,Throw-in,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,8,Ingolstadt,189,"['986edb79-1e6c-4cb9-9c82-a7815a382033', 'bf31ea11-cd8b-44e9-a333-19fa565403e8']",36,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:36.776,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.771986,,,,,,,,,,,,,,bf31ea11-cd8b-44e9-a333-19fa565403e8,82,,,"[42.0, 13.8]",3890563,1,,,,True,-0.41965085,,,,,"[48.5, 10.9]",,Low Pass,7.1175838,,,,Kevin Kampl,8222.0,,,,,Recovery,1,Regular Play,Ömer Toprak,8573.0,Left Center Back,9,Bayer Leverkusen,904,"['6a3c3c7b-828e-4669-ba82-c76b2b1ff433', '96110205-0b77-44a3-8ffe-c18db4fa0d25', 'd3fdba87-ed77-4adb-9ff4-e865df2476b0']",38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:38.612,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.235315,,,,,,,,,,,,,,5c74036f-09fa-4f64-b00c-08097adef25b,86,,,"[49.5, 12.6]",3890563,1,,,,,0.9194214,,Right Foot,,,"[57.2, 22.7]",,Ground Pass,12.700394,,,,Karim Bellarabi,8213.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,9,Bayer Leverkusen,904,"['e1cbf134-3823-4969-a36e-49bcf1c38d84', 'f384f8d6-793c-432a-9f4f-b1c57b087de8']",40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.264,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.553883,,,,,,,,,,,,,,9b0d78de-2fbd-4846-af8a-6d5a7e08676b,90,,,"[56.6, 25.0]",3890563,1,,,,,0.35399744,,Right Foot,,,"[65.8, 28.4]",,Low Pass,9.80816,,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Karim Bellarabi,8213.0,Right Midfield,9,Bayer Leverkusen,904,"['8eab5bca-4e49-4388-b093-b8d656288695', 'd467da98-52ad-4645-9b2d-4ecc1da4578d', 'e438d346-89b1-473a-ae8b-1182f24becd4']",42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:42.155,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.336095,,,,,,,,,,,,,,f3012347-0e8e-4516-9d3a-872a7aacae02,94,,,"[63.5, 44.3]",3890563,1,,,,,-0.9600704,,Left Foot,,,"[76.1, 26.3]",,Ground Pass,21.9718,,,,Mathew Leckie,5481.0,,,,,Recovery,1,Regular Play,Robert Bauer,8394.0,Center Defensive Midfield,9,Bayer Leverkusen,904,"['c74a8ca1-3339-4ba6-99b7-cdbde45b3808', 'ccba2d09-ac02-4efc-bcc2-9749dd0fcefe']",44,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:44.652,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.244406,,,,,,,,,,,,,,101625a1-c78d-4db0-ab85-ef9b8cbbb2bf,99,,,"[73.1, 26.5]",3890563,1,,,,,2.6861415,,Left Foot,,,"[68.2, 28.9]",,Ground Pass,5.456189,,Incomplete,,,,,,,,,1,Regular Play,Mathew Leckie,5481.0,Left Wing,9,Bayer Leverkusen,904,"['820d6bc7-e34a-493b-9744-d1cff02042f7', 'd344cf8a-f7c9-476f-8081-028656c53e98']",46,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:46.883,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.35701,,,,,,,,,,,,,,9a107ef5-f72a-4a91-a9bd-acb906a4545a,103,,,"[51.7, 69.6]",3890563,1,,,,,-2.623032,,Right Foot,,,"[33.3, 59.1]",,Ground Pass,21.185137,,Incomplete,,André Ramalho Silva,9363.0,,,,,,1,Regular Play,Karim Bellarabi,8213.0,Right Midfield,9,Bayer Leverkusen,904,"['3ac84918-aa28-4299-a5f3-2a2a84173d9e', 'd48df143-6972-4427-a477-3ba9b806d94a']",55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:55.110,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,0.147962,,,,,,,,,,,,,,d0a842e2-99c3-4003-94ff-19516301c45a,113,,,"[111.1, 25.8]",3890563,2,,,,,1.6099919,,Right Foot,,,"[110.9, 30.9]",,Ground Pass,5.10392,,Incomplete,,,,,,,,,1,Regular Play,Dario Lezcano,9113.0,Center Forward,9,Bayer Leverkusen,904,['75d569dc-55b6-4656-bb91-90af3b191a9e'],2,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:02.813,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,2.322375,,,,,,,,,,,,,,2388e6fe-607e-461e-a312-718a69dbb8e1,118,,,"[5.0, 45.8]",3890563,2,,True,,,0.16205408,,Right Foot,,,"[41.7, 51.8]",,High Pass,37.18723,,,,Ömer Toprak,8573.0,,,,,Free Kick,1,From Free Kick,Dario Kresic,400627.0,Goalkeeper,10,Bayer Leverkusen,904,['f6bb908f-c6b8-4cab-98b1-403e7cc9bc96'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:36.720,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,1.675659,,,,,,,,,,,,,,d3cf916d-60d6-4809-8241-32895b415b7a,122,,,"[53.8, 73.2]",3890563,2,,,,,-0.7196623,,Right Foot,,,"[70.8, 58.3]",,Ground Pass,22.60553,,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,Recovery,1,From Free Kick,Roberto Hilbert,8918.0,Right Back,10,Bayer Leverkusen,904,"['4d6f98d4-f72c-4009-b0f4-741ed668c6c5', 'e05b7026-876d-4e98-a273-0b3d8ebc0cd5', 'f7d1b6b3-1c6e-454a-aa48-cdbf7bcca964']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:43.226,Pass,True,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
,,,,,,,,,,,,,,,,,,2.381593,,,,,,,,,,,,,,3c213608-05de-43a7-b456-d2a09f22ace1,126,,,"[71.8, 80.0]",3890563,2,,,,,-0.35480374,,,,,"[105.0, 67.7]",,High Pass,35.405224,,,,Julian Brandt,5555.0,,,,,Throw-in,1,From Throw In,Roberto Hilbert,8918.0,Right Back,11,Bayer Leverkusen,904,['87e3bf28-d287-4a20-9cd6-a4ba375032ad'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:53.237,Pass,,,,,,,,,,,,,,,,,,2016-05-14,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Ingolstadt,3,2
